Mot1,Mot2,Poids
911,Afghanistan,0.00247431679216283
911,Arabie saoudite,0.00487826610941627
911,Attentats de Paris (janv. 2015),0.00294856084399404
911,Banques,0.00113406186307463
911,Désinformation,0.0144502882632248
911,Dieudonné,0.00294856084399404
911,Économie,0.00113406186307463
911,États-Unis,0.0347563777785896
911,Extrême gauche,0.0024571340366617
911,France,0.0024571340366617
911,Géopolitique,0.00590350385431707
911,Giulietto Chiesa,0.00113406186307463
911,Histoire,0.0183295816968634
911,International,0.0140813499558219
911,Irak,0.00247431679216283
911,Israël,0.0165384839924836
911,Italie,0.00113406186307463
911,Judaïsme,0.00163808935777447
911,Laurent Guyénot,0.0196166519065433
911,Médias,0.0177264669787737
911,Politique,0.010460370613217
911,Rédaction E&R,0.00505467573256121
911,Renseignement,0.00540569488065574
911,Russie,0.00113406186307463
911,Sionisme,0.00297834428686267
911,Syrie,0.0013402549290882
911,Terrorisme,0.00113406186307463
Adrien Sajous,Culture,0.0024571340366617
Adrien Sajous,Économie,0.00210611488856717
Adrien Sajous,Futur,0.00210611488856717
Adrien Sajous,Internet,0.00210611488856717
Adrien Sajous,Japon,0.0024571340366617
Adrien Sajous,Jeux vidéo,0.00456324892522887
Adrien Sajous,Pédocriminalité,0.0024571340366617
Adrien Sajous,Social,0.00210611488856717
Adrien Sajous,Société,0.00456324892522887
Affaire Bourarach,Caroline Fourest,0.00184285052749627
Affaire Bourarach,Communautés,0.00184285052749627
Affaire Bourarach,Islam,0.00184285052749627
Affaire Bourarach,Judaïsme,0.00184285052749627
Affaire Bourarach,Médias,0.00184285052749627
Affaire Bourarach,Rédaction E&R,0.00184285052749627
Affaire Bourarach,Sionisme,0.00184285052749627
Afghanistan,Arabie saoudite,0.00113406186307463
Afghanistan,Banques,0.00113406186307463
Afghanistan,Charles de Gaulle,0.00210611488856717
Afghanistan,Défense,0.00294856084399404
Afghanistan,Économie,0.00113406186307463
Afghanistan,États-Unis,0.00752899252472404
Afghanistan,Géopolitique,0.0013402549290882
Afghanistan,Giulietto Chiesa,0.00113406186307463
Afghanistan,Histoire,0.00344636981765537
Afghanistan,International,0.00752899252472404
Afghanistan,Irak,0.00542287763615687
Afghanistan,Israël,0.00247431679216283
Afghanistan,Italie,0.00113406186307463
Afghanistan,Laurent Guyénot,0.00344636981765537
Afghanistan,Pakistan,0.00210611488856717
Afghanistan,Russie,0.00113406186307463
Afghanistan,Sionisme,0.0013402549290882
Afghanistan,Syrie,0.0013402549290882
Afghanistan,Terrorisme,0.00113406186307463
Afrique,Alain Soral,0.000867223777645306
Afrique,Banques,0.00184285052749627
Afrique,Burkina Faso,0.00184285052749627
Afrique,Cinéma,0.000867223777645306
Afrique,Communautés,0.000867223777645306
Afrique,Culture,0.000867223777645306
Afrique,Défense,0.00163808935777447
Afrique,Économie,0.00294856084399404
Afrique,Espagne,0.00163808935777447
Afrique,États-Unis,0.00163808935777447
Afrique,France,0.000867223777645306
Afrique,Futur,0.000867223777645306
Afrique,Histoire,0.000867223777645306
Afrique,Immigration,0.00294856084399404
Afrique,International,0.00348093988527074
Afrique,Italie,0.00163808935777447
Afrique,Libye,0.00163808935777447
Afrique,Mariage homosexuel,0.000867223777645306
Afrique,Philosophie,0.000867223777645306
Afrique,Politique,0.00271007430514158
Afrique,Rédaction E&R,0.00348093988527074
Afrique,Sexualité,0.000867223777645306
Afrique,Social,0.00271007430514158
Afrique,Société,0.00381578462163935
Afrique,Sociologie,0.000867223777645306
Afrique,Soudan,0.00163808935777447
Afrique,Théorie du genre,0.000867223777645306
Afrique,Thomas Sankara,0.00184285052749627
Afrique,Tradition,0.000867223777645306
Afrique,Union européenne,0.00294856084399404
Agriculture,BHL,0.0026805098581764
Agriculture,Communautés,0.0013402549290882
Agriculture,Dieudonné,0.0013402549290882
Agriculture,Écologie,0.0024571340366617
Agriculture,Économie,0.00620133828300334
Agriculture,États-Unis,0.0013402549290882
Agriculture,Félix Niesche,0.00368570105499255
Agriculture,France,0.0215472572210632
Agriculture,François Hollande,0.0026805098581764
Agriculture,Géopolitique,0.00163808935777447
Agriculture,Humour,0.00502595598408075
Agriculture,International,0.0013402549290882
Agriculture,Israël,0.0013402549290882
Agriculture,Judaïsme,0.0013402549290882
Agriculture,Libye,0.0013402549290882
Agriculture,LRPS,0.0013402549290882
Agriculture,Manuel Valls,0.0013402549290882
Agriculture,Marine Le Pen,0.00374420424634164
Agriculture,Mondialisme,0.0103199629539791
Agriculture,Politique,0.00508445917542984
Agriculture,Rédaction E&R,0.0127770969906408
Agriculture,Religion,0.00368570105499255
Agriculture,Romain R.,0.0049142680733234
Agriculture,Russie,0.00163808935777447
Agriculture,Santé,0.0024571340366617
Agriculture,Seconde Guerre mondiale,0.0013402549290882
Agriculture,Sionisme,0.0013402549290882
Agriculture,Social,0.00505467573256121
Agriculture,Sport,0.00368570105499255
Agriculture,Syndicats,0.00368570105499255
Agriculture,Théorie du genre,0.0013402549290882
Agriculture,Tradition,0.0024571340366617
Agriculture,Ukraine,0.0013402549290882
Agriculture,Union européenne,0.00374420424634164
Agriculture,Vladimir Poutine,0.00163808935777447
Alain de Benoist,Christianisme,0.00163808935777447
Alain de Benoist,Économie,0.00163808935777447
Alain de Benoist,Extrême gauche,0.0024571340366617
Alain de Benoist,France,0.00163808935777447
Alain de Benoist,Histoire,0.00409522339443617
Alain de Benoist,Lucien Cerise,0.00368570105499255
Alain de Benoist,Médias,0.00368570105499255
Alain de Benoist,Philosophie,0.00163808935777447
Alain de Benoist,Politique,0.00778092444942872
Alain de Benoist,Religion,0.00163808935777447
Alain de Benoist,Social,0.0024571340366617
Alain de Benoist,Tradition,0.00409522339443617
Alain Escada,Belgique,0.00184285052749627
Alain Escada,Communautés,0.00184285052749627
Alain Escada,France,0.00184285052749627
Alain Escada,George Soros,0.00184285052749627
Alain Escada,Immigration,0.00184285052749627
Alain Escada,Islam,0.00184285052749627
Alain Escada,Mondialisme,0.00184285052749627
Alain Juppé,Alexandre Latsa,0.0024571340366617
Alain Juppé,France,0.00540569488065574
Alain Juppé,Humour,0.00294856084399404
Alain Juppé,Justice & Droit,0.00294856084399404
Alain Juppé,LRPS,0.0024571340366617
Alain Juppé,Politique,0.0024571340366617
Alain Juppé,Russie,0.0024571340366617
Alain Juppé,Sport,0.00294856084399404
Alain Soral,Antiracisme,0.00384556806450797
Alain Soral,Attentats de Paris (janv. 2015),0.00163808935777447
Alain Soral,Attentats Paris,0.0024571340366617
Alain Soral,Avortement,0.0049142680733234
Alain Soral,Banlieues,0.0013402549290882
Alain Soral,Banques,0.00098285361466468
Alain Soral,Bruno Gollnisch,0.00210611488856717
Alain Soral,Christianisme,0.0044476190882095
Alain Soral,Cinéma,0.00479863823630403
Alain Soral,Communautés,0.0141142546919517
Alain Soral,Culture,0.00922147950229509
Alain Soral,Daech,0.00168626845653254
Alain Soral,Délinquance ,0.00147428042199702
Alain Soral,Dieudonné,0.00163808935777447
Alain Soral,Donald Trump,0.00286133790416449
Alain Soral,Économie,0.00250531313541977
Alain Soral,Emmanuel Macron,0.0234608434253725
Alain Soral,Éric Zemmour,0.00156926207383436
Alain Soral,États-Unis,0.00255349223417784
Alain Soral,Extrême gauche,0.00147428042199702
Alain Soral,FMI,0.000867223777645306
Alain Soral,Forces de l’ordre,0.000702038296189057
Alain Soral,France,0.0604794103817828
Alain Soral,François Fillon,0.0146204793653312
Alain Soral,François Hollande,0.00204229322527726
Alain Soral,Front national,0.0095788808167186
Alain Soral,Futur,0.00516720834180328
Alain Soral,Gabon,0.000702038296189057
Alain Soral,Géopolitique,0.00712568870631893
Alain Soral,Gilad Atzmon,0.00163808935777447
Alain Soral,Histoire,0.00870665141842311
Alain Soral,Immigration,0.0109927496544937
Alain Soral,International,0.0119140028500319
Alain Soral,Internet,0.00368570105499255
Alain Soral,Islam,0.00683592584093109
Alain Soral,Israël,0.00348093988527074
Alain Soral,JMLP,0.00421222977713434
Alain Soral,Judaïsme,0.00889386163074019
Alain Soral,Justice & Droit,0.00454760636069703
Alain Soral,Laïcité,0.00147428042199702
Alain Soral,Liberté d’expression,0.00409522339443617
Alain Soral,LRPS,0.0079803671472097
Alain Soral,Manuel Valls,0.00586924663799234
Alain Soral,Mariage homosexuel,0.000867223777645306
Alain Soral,Marine Le Pen,0.0222843974320617
Alain Soral,Médias,0.00742458682939336
Alain Soral,Mélenchon,0.01726482361431
Alain Soral,Mondialisme,0.00744213778679809
Alain Soral,Nationalisme,0.00559928725930181
Alain Soral,Palestine,0.00184285052749627
Alain Soral,Pédocriminalité,0.000819044678887233
Alain Soral,People,0.00184285052749627
Alain Soral,Persécutions !,0.00397959355741679
Alain Soral,Philosophie,0.000867223777645306
Alain Soral,Politique,0.0564373717067549
Alain Soral,Réconciliation nationale (parti),0.00210611488856717
Alain Soral,Religion,0.0044476190882095
Alain Soral,Royaume-Uni,0.000702038296189057
Alain Soral,Russie,0.00737862897479881
Alain Soral,Seconde Guerre mondiale,0.00374420424634164
Alain Soral,Sécurité,0.00184285052749627
Alain Soral,Sexualité,0.00168626845653254
Alain Soral,Sheikh Imran Hosein,0.000867223777645306
Alain Soral,Sionisme,0.0109303045368825
Alain Soral,Social,0.00185007739230999
Alain Soral,Société,0.0237901506938968
Alain Soral,Sociologie,0.00664871562861401
Alain Soral,Sport,0.000702038296189057
Alain Soral,Suisse,0.00332435781430701
Alain Soral,Syndicats,0.000867223777645306
Alain Soral,Terrorisme,0.00368570105499255
Alain Soral,Théorie du genre,0.000867223777645306
Alain Soral,Tradition,0.00320872797728763
Alain Soral,Union européenne,0.00185007739230999
Alain Soral,Vladimir Poutine,0.00466855466965723
Alex G. ,Attentats Paris,0.00163808935777447
Alex G. ,Banques,0.00163808935777447
Alex G. ,Christianisme,0.00294856084399404
Alex G. ,Communautés,0.0024571340366617
Alex G. ,Culture,0.0024571340366617
Alex G. ,Daech,0.00163808935777447
Alex G. ,Économie,0.0024571340366617
Alex G. ,Extrême gauche,0.00294856084399404
Alex G. ,France,0.00827235125676106
Alex G. ,Histoire,0.0161351801740785
Alex G. ,Islam,0.00163808935777447
Alex G. ,Judaïsme,0.0024571340366617
Alex G. ,Politique,0.00704378423843021
Alex G. ,Première Guerre mondiale,0.00368570105499255
Alex G. ,Seconde Guerre mondiale,0.0024571340366617
Alex G. ,Social,0.00540569488065574
Alex G. ,Terrorisme,0.00704378423843021
Alexandre Latsa,Chine,0.00368570105499255
Alexandre Latsa,Désinformation,0.00210611488856717
Alexandre Latsa,France,0.00824894998022142
Alexandre Latsa,Géopolitique,0.00210611488856717
Alexandre Latsa,LRPS,0.0024571340366617
Alexandre Latsa,Médias,0.00210611488856717
Alexandre Latsa,Politique,0.00456324892522887
Alexandre Latsa,Russie,0.00824894998022142
Algérie,Antiracisme,0.00294856084399404
Algérie,Colonisation,0.00210611488856717
Algérie,Communautés,0.00505467573256121
Algérie,Culture,0.00294856084399404
Algérie,Dieudonné,0.00210611488856717
Algérie,Égypte,0.00552855158248882
Algérie,Emmanuel Macron,0.00210611488856717
Algérie,États-Unis,0.00184285052749627
Algérie,Extrême gauche,0.00294856084399404
Algérie,Félix Niesche,0.00210611488856717
Algérie,France,0.00900364114862466
Algérie,François Fillon,0.00210611488856717
Algérie,Géopolitique,0.00184285052749627
Algérie,Grèce,0.00184285052749627
Algérie,Histoire,0.00210611488856717
Algérie,Immigration,0.00800323657655525
Algérie,International,0.00579181594355972
Algérie,Judaïsme,0.00294856084399404
Algérie,Libye,0.00368570105499255
Algérie,Politique,0.00394896541606345
Algérie,Rédaction E&R,0.00184285052749627
Alimentation,Histoire,0.00368570105499255
Alimentation,Rédaction E&R – Section Santé,0.00368570105499255
Alimentation,Santé,0.00368570105499255
Alimuddin Usmani,Allemagne,0.00210611488856717
Alimuddin Usmani,Économie,0.00210611488856717
Alimuddin Usmani,Forces de l’ordre,0.00147428042199702
Alimuddin Usmani,France,0.00147428042199702
Alimuddin Usmani,Histoire,0.00210611488856717
Alimuddin Usmani,Immigration,0.00358039531056419
Alimuddin Usmani,International,0.00358039531056419
Alimuddin Usmani,LRPS,0.00147428042199702
Alimuddin Usmani,Manuel Valls,0.00147428042199702
Alimuddin Usmani,Mondialisme,0.00147428042199702
Alimuddin Usmani,République tchèque,0.00147428042199702
Alimuddin Usmani,Royaume-Uni,0.00147428042199702
Alimuddin Usmani,Turquie,0.00210611488856717
Allemagne,Antifa,0.000921425263748137
Allemagne,Banques,0.00409522339443617
Allemagne,Barack Obama,0.0024571340366617
Allemagne,Benoît A.,0.0024571340366617
Allemagne,Centrafrique,0.0024571340366617
Allemagne,Chine,0.00374420424634164
Allemagne,Cinéma,0.00163808935777447
Allemagne,Communautés,0.0101327527416621
Allemagne,Culture,0.00163808935777447
Allemagne,Damien Viguier,0.0114666255044213
Allemagne,Défense,0.00928206315472691
Allemagne,Écologie,0.0013402549290882
Allemagne,Économie,0.0103550648687886
Allemagne,Éducation,0.000921425263748137
Allemagne,États-Unis,0.0209773829526037
Allemagne,Ex-Urss,0.00748840849268327
Allemagne,Félix Niesche,0.00210611488856717
Allemagne,Franc-maçonnerie,0.0049142680733234
Allemagne,France,0.0478303477818351
Allemagne,Gilad Atzmon,0.00163808935777447
Allemagne,Histoire,0.0649459882582049
Allemagne,Immigration,0.00671324120730786
Allemagne,Insolite,0.00210611488856717
Allemagne,International,0.0158788298265307
Allemagne,Israël,0.00281453535108522
Allemagne,Italie,0.000921425263748137
Allemagne,Judaïsme,0.0360911505904465
Allemagne,Justice & Droit,0.00409522339443617
Allemagne,Laurent Guyénot,0.00281453535108522
Allemagne,Libéralisme,0.000921425263748137
Allemagne,Liberté d’expression,0.0024571340366617
Allemagne,Ludovic S.,0.00294856084399404
Allemagne,Mai 68,0.0013402549290882
Allemagne,Mali,0.0024571340366617
Allemagne,Médias,0.0290771497948849
Allemagne,Mondialisme,0.00226168019283634
Allemagne,N.W.O.,0.00163808935777447
Allemagne,Nationalisme,0.000921425263748137
Allemagne,Nicolas Sarkozy,0.00163808935777447
Allemagne,ONG,0.000921425263748137
Allemagne,Péria,0.0024571340366617
Allemagne,Philosophie,0.00583569333707154
Allemagne,Politique,0.0235568418439044
Allemagne,Pologne,0.0105305744428359
Allemagne,Première Guerre mondiale,0.0150831864241831
Allemagne,Presse,0.0013402549290882
Allemagne,Rédaction E&R,0.0150831864241831
Allemagne,Royaume-Uni,0.00655873959742686
Allemagne,Russie,0.00687811383747347
Allemagne,Rwanda,0.00163808935777447
